frame,Tronco LD,Tronco LD_FILT,Tronco LD_ERROR,Tronco LD_FLAG,Cadera LD,Cadera LD_FILT,Cadera LD_ERROR,Cadera LD_FLAG,Rodilla LD,Rodilla LD_FILT,Rodilla LD_ERROR,Rodilla LD_FLAG,Tobillo LD,Tobillo LD_FILT,Tobillo LD_ERROR,Tobillo LD_FLAG,Acromion D_x,Acromion D_x_FILT,Acromion D_x_ERROR,Acromion D_x_FLAG,Acromion D_y,Acromion D_y_FILT,Acromion D_y_ERROR,Acromion D_y_FLAG,Cadera D_x,Cadera D_x_FILT,Cadera D_x_ERROR,Cadera D_x_FLAG,Cadera D_y,Cadera D_y_FILT,Cadera D_y_ERROR,Cadera D_y_FLAG,Rodilla D_x,Rodilla D_x_FILT,Rodilla D_x_ERROR,Rodilla D_x_FLAG,Rodilla D_y,Rodilla D_y_FILT,Rodilla D_y_ERROR,Rodilla D_y_FLAG,Tobillo D_x,Tobillo D_x_FILT,Tobillo D_x_ERROR,Tobillo D_x_FLAG,Tobillo D_y,Tobillo D_y_FILT,Tobillo D_y_ERROR,Tobillo D_y_FLAG,Metatarso D_x,Metatarso D_x_FILT,Metatarso D_x_ERROR,Metatarso D_x_FLAG,Metatarso D_y,Metatarso D_y_FILT,Metatarso D_y_ERROR,Metatarso D_y_FLAG
111.0,6.763105460606395,80.53767779197437,73.77457233136798,False,-11.245482805462858,-84.50767544287257,73.26219263740971,False,-16.153335826751515,-116.11517768912144,99.96184186236992,False,9.494371125966197,3.087651284985057,6.40671984098114,False,1017.0,21.72111147474609,995.278888525254,False,222.0,-7.545351934431927,229.54535193443192,False,980.0,-15.437070613828109,995.4370706138282,False,534.0,-1.97811637654832,535.9781163765483,False,946.0,-67.01675054912681,1013.0167505491268,False,705.0,4.032653073922623,700.9673469260774,False,847.0,-59.26397870847516,906.2639787084752,False,896.0,17.212444025186876,878.7875559748131,False,912.0,-46.06063699671677,958.0606369967168,False,917.0,8.950791133643198,908.0492088663568,False
112.0,7.748983056134891,78.40782458970892,70.65884153357403,False,-12.994616791916483,-86.98721249581666,73.99259570390018,False,-15.109000692089126,-115.0596994316696,99.95069873958047,False,8.617487911539882,-1.5074357587749605,10.124923670314844,False,1021.0,23.91625863223198,997.083741367768,False,218.0,-10.064864390577418,228.0648643905774,False,978.0,-16.75936889538936,994.7593688953892,False,534.0,-2.647433230258825,536.6474332302588,False,939.0,-73.39881547928891,1012.3988154792888,False,703.0,1.5972148348395037,701.4027851651605,False,837.0,-65.19774948289226,902.1977494828924,False,894.0,16.62589937813887,877.3741006218611,False,902.0,-51.69836258498662,953.6983625849866,False,917.0,9.450113353250575,907.5498866467494,False
113.0,8.433519356368409,78.43986920578223,70.00634984941382,False,-14.5932682188993,-88.12212255271464,73.52885433381535,False,-14.3331576163543,-117.47987609550592,103.14671847915162,False,6.81697749150193,-4.582612973959357,11.399590465461287,False,1023.0,26.021875907973246,996.9781240920267,False,215.0,-12.784976868506584,227.7849768685066,False,976.0,-18.08041279358201,994.080412793582,False,532.0,-3.5137334785241907,535.5137334785242,False,932.0,-79.55435584358433,1011.5543558435844,False,701.0,-1.3045015475048327,702.3045015475049,False,827.0,-70.9710960979688,897.9710960979688,False,891.0,15.757459608939046,875.242540391061,False,891.0,-57.42012452012138,948.4201245201214,False,917.0,9.992161445621154,907.0078385543788,False
114.0,9.258319785967917,76.55138494831348,67.29306516234557,False,-16.57400775690899,0.0,16.57400775690899,False,-12.582910125404029,-116.565051177078,103.98214105167398,False,5.194428907734803,-9.462322208025626,14.656751115760429,False,1026.0,27.99654735637256,998.0034526436276,False,211.0,-15.60104959066151,226.60104959066152,False,974.0,-19.38423221156065,993.3842322115606,False,530.0,-4.570240502431595,534.5702405024316,False,924.0,-85.35423221507978,1009.3542322150796,False,698.0,-4.557021017463785,702.5570210174637,False,818.0,-76.56933504228112,894.5693350422812,False,888.0,14.61863196925308,873.3813680307469,False,881.0,-63.253788141889416,944.2537881418896,False,916.0,10.569046081105554,905.4309539188944,False
115.0,9.895934864331828,75.14138555207533,65.2454506877435,False,-18.33133993131168,-87.54596832547293,69.21462839416125,False,-11.154432766766746,-115.65262218817526,104.49818942140853,False,2.920721521000388,-13.736268305622572,16.65698982662296,False,1028.0,29.798578343322266,998.2014216566778,False,207.0,-18.40345156898761,225.4034515689876,False,972.0,-20.649743899324925,992.6497438993248,False,528.0,-5.79997476495205,533.799974764952,False,917.0,-90.66682041686391,1007.666820416864,False,694.0,-8.027309144208525,702.0273091442085,False,809.0,-81.98406282775936,890.9840628277593,False,885.0,13.223034153014778,871.7769658469853,False,871.0,-69.22918818145722,940.2291881814572,False,916.0,11.164220410175457,904.8357795898246,False
116.0,10.55518143294881,74.93151184050778,64.37633040755897,False,-20.70903759164902,-86.9059419410829,66.19690434943388,False,-8.776735106429356,-113.0771645808171,104.30042947438774,False,-0.7706644654508921,-19.983106521899984,19.21244205644909,False,1030.0,31.388156580927905,998.611843419072,False,204.0,-21.082943420640543,225.08294342064053,False,970.0,-21.850453042994737,991.8504530429948,False,526.0,-7.174681606080156,533.1746816060802,False,908.0,-95.365006809632,1003.365006809632,False,690.0,-11.570391090196551,701.5703910901966,False,800.0,-87.21238592032243,887.2123859203224,False,881.0,11.58469187813074,869.4153081218692,False,860.0,-75.37489526003289,935.3748952600328,False,916.0,11.751580605206216,904.2484193947938,False
117.0,11.24147876762648,74.47588900324574,63.23441023561926,False,-22.16634582208248,-84.8055710922652,62.63922527018272,False,-7.642768384624105,-111.45463361604676,103.81186523142266,False,-3.4225968612728224,-31.51532341136973,28.09272655009691,False,1032.0,32.72942253724952,999.2705774627505,False,202.0,-23.535500896711905,225.5355008967119,False,968.0,-22.95444968028532,990.9544496802852,False,524.0,-8.65430412473591,532.6543041247359,False,902.0,-99.33304980081816,1001.333049800818,False,686.0,-15.03538621329994,701.0353862133,False,792.0,-92.2552229264226,884.2552229264226,False,878.0,9.71642769048662,868.2835723095134,False,850.0,-81.71438959819955,931.7143895981995,False,916.0,12.29525588951482,903.7047441104852,False
118.0,11.68352147393746,75.00492087082402,63.32139939688656,False,-24.06271472572535,-84.21760767763595,60.15489295191061,False,-5.970565710269852,-107.09232479638425,101.1217590861144,False,-7.333388976773563,-40.36453657309736,33.0311475963238,False,1034.0,33.79232929920044,1000.2076707007996,False,199.0,-25.66634762680472,224.6663476268047,False,967.0,-23.924802004384564,990.9248020043846,False,523.0,-10.187146529540952,533.187146529541,False,896.0,-102.47282823724306,998.4728282372432,False,682.0,-18.271705886646323,700.2717058866464,False,785.0,-97.1148017300378,882.1148017300378,False,874.0,7.628507852100191,866.3714921478999,False,840.0,-88.26188988051645,928.2618898805164,False,916.0,12.750208718067851,903.2497912819322,False
119.0,12.154941697222226,74.57783868126133,62.4228969840391,False,-25.830530142823168,-82.8749836510982,57.04445350827504,False,-4.518111285354621,-103.70696100407982,99.1888497187252,False,-10.52376686931045,-59.71204700933399,49.18828014002354,False,1037.0,34.554187894122386,1002.4458121058776,False,196.0,-27.39306076623774,223.3930607662377,False,967.0,-24.72043118300921,991.7204311830092,False,521.0,-11.71083018814385,532.7108301881439,False,891.0,-104.70902268054496,995.709022680545,False,678.0,-21.135161650869456,699.1351616508695,False,778.0,-101.7915758275014,879.7915758275014,False,871.0,5.3277038316769305,865.6722961683231,False,830.0,-95.01814432168004,925.01814432168,False,916.0,13.06370434779372,902.9362956522062,False
120.0,12.22794651898202,75.96375653207352,63.735810013091495,False,-26.85812166210432,-82.8749836510982,56.01686198899388,False,-4.061730066675239,-94.83440630626326,90.77267623958802,False,-14.658873836828178,-63.26543517694495,48.60656134011677,False,1036.0,35.000815101171625,1000.9991848988284,False,196.0,-28.64770869260756,224.64770869260755,False,966.0,-25.29752144817676,991.2975214481768,False,519.0,-13.154087778093096,532.1540877780931,False,887.0,-105.99283831764046,992.9928383176403,False,675.0,-23.49373923522312,698.4937392352231,False,772.0,-106.28086785379,878.28086785379,False,867.0,2.81689844541025,864.1831015545897,False,821.0,-101.9665292395118,922.9665292395118,False,917.0,13.177638792869296,903.8223612071308,False
121.0,12.360180983590627,75.96375653207352,63.603575548482894,False,-28.03385189146381,-82.26640190097714,54.23255000951333,False,-3.5403388588214,-88.64332117820054,85.10298231937914,False,-18.09266762115368,-76.5110177241821,58.418350103028416,False,1037.0,35.12722544735785,1001.872774552642,False,194.0,-29.378066200407016,223.378066200407,False,966.0,-25.61147609047645,991.6114760904763,False,518.0,-14.439374788874636,532.4393747888746,False,884.0,-106.30397676293144,990.3039767629316,False,672.0,-25.232811503208843,697.2328115032088,False,766.0,-110.56960396582008,876.5696039658201,False,864.0,0.0953256753315201,863.9046743246685,False,811.0,-109.0698118108465,920.0698118108464,False,917.0,13.031641210634303,903.9683587893657,False
122.0,12.73524427888935,76.65127288671262,63.916028607823264,False,-28.03385189146381,-82.17092348994039,54.13707159847658,False,-5.095883576948211,-77.27303129047614,72.17714771352793,False,-20.0003668857439,-77.57405713457251,57.57369024882861,False,1039.0,34.937835868403404,1004.0621641315964,False,193.0,-29.54802212487504,222.54802212487505,False,966.0,-25.61937726096129,991.6193772609612,False,516.0,-15.486207584242756,531.4862075842427,False,884.0,-105.65069287919503,989.650692879195,False,670.0,-26.25958998592921,696.2595899859292,False,760.0,-114.6335225417938,874.6335225417938,False,860.0,-2.840519273759281,862.8405192737592,False,802.0,-116.26791418425135,918.2679141842514,False,916.0,12.566797373901,903.433202626099,False
123.0,12.566366392407,77.57405713457253,65.00769074216552,False,-28.61045966596524,-82.78573796079323,54.17527829482799,False,-5.780867572507077,-63.52419451322696,57.74332694071988,False,-23.516081432793527,-73.66395711028153,50.147875677488,False,1039.0,34.4461789268066,1004.5538210731934,False,192.0,-29.13734176371522,221.13734176371523,False,967.0,-25.282849203359035,992.2828492033592,False,515.0,-16.215069413898675,531.2150694138986,False,883.0,-104.06792294390254,987.0679229439024,False,669.0,-26.50664990965728,695.5066499096573,False,755.0,-118.43522021917389,873.4352202191739,False,856.0,-5.995322691648425,861.9953226916484,False,792.0,-123.47696448755066,915.4769644875506,False,915.0,11.729780885079808,903.2702191149202,False
124.0,12.094757077012089,78.11134196037202,66.01658488335993,False,-28.32293763849981,-83.33334010909863,55.01040247059882,False,-8.093440881386186,-45.32646814499145,37.23302726360527,False,-24.44932928288777,-64.00598419603679,39.55665491314902,False,1036.0,33.67414710993129,1002.3258528900687,False,193.0,-28.14096942173905,221.14096942173904,False,967.0,-24.5711659859938,991.5711659859938,False,515.0,-16.551666431988277,531.5516664319882,False,884.0,-101.61362987803224,985.6136298780324,False,669.0,-25.93440641990112,694.9344064199012,False,749.0,-121.92333738758258,870.9233373875826,False,852.0,-9.37283239714301,861.372832397143,False,783.0,-130.5898383813693,913.5898383813692,False,913.0,10.47713305898376,902.5228669410162,False
125.0,12.131321066632513,79.69515353123397,67.56383246460146,False,-27.149681697783173,-83.91147184580483,56.76179014802165,False,-11.980717859202144,-30.05101712877334,18.070299269571198,False,-25.406255381143097,-54.926245506651696,29.5199901255086,False,1037.0,32.65081530939234,1004.3491846906076,False,193.0,-26.56805525971589,219.5680552597159,False,968.0,-23.46439209706132,991.4643920970614,False,514.0,-16.43127080838204,530.431270808382,False,888.0,-98.36366559667796,986.363665596678,False,670.0,-24.5324682421611,694.5324682421611,False,744.0,-125.03308798788424,869.0330879878843,False,847.0,-12.973317648883066,859.973317648883,False,774.0,-137.47828780254804,911.478287802548,False,910.0,8.779404504962667,901.2205954950372,False
126.0,11.9968993079236,80.1806993612421,68.1838000533185,False,-26.27421215472744,-84.52263127117112,58.248419116443685,False,-15.338401039780877,-15.782215197594894,0.4438141578140175,False,-26.58597731913989,-46.332219853869645,19.74624253472976,False,1037.0,31.410910019489403,1005.5890899805106,False,194.0,-24.440868305650344,218.44086830565035,False,969.0,-21.95630383406991,990.95630383407,False,514.0,-15.802862318439718,529.8028623184397,False,891.0,-94.405584868838,985.405584868838,False,672.0,-22.31984678821664,694.3198467882166,False,740.0,-127.68821308101366,867.6882130810136,False,842.0,-16.790800722522583,858.7908007225226,False,766.0,-143.9966295363659,909.9966295363658,False,907.0,6.624863404670081,900.3751365953299,False
127.0,11.517024751147398,81.86989764584402,70.35287289469662,False,-24.820541335489075,-85.8553762588957,61.03483492340663,False,-19.64731502320336,-2.7125275569396194,16.934787466263742,False,-28.129439509951283,-38.37347490810055,10.244035398149263,False,1035.0,29.993011208530326,1005.0069887914696,False,196.0,-21.79371891893685,217.7937189189369,False,970.0,-20.056817322203585,990.0568173222036,False,515.0,-14.632776797930426,529.6327767979304,False,896.0,-89.83194528973095,985.8319452897308,False,675.0,-19.34405066207076,694.3440506620708,False,736.0,-129.80429581524223,865.8042958152422,False,838.0,-20.81028779445386,858.8102877944539,False,757.0,-149.9868357573459,906.986835757346,False,905.0,4.022487767539991,900.97751223246,False
128.0,11.205947507402552,82.40535663140857,71.19940912400601,False,-23.24100040931751,-87.43622978853499,64.19522937921748,False,-24.248552512681613,-9.447708174900413,14.8008443377812,False,-29.269927162813644,-30.697911570996027,1.4279844081823825,False,1034.0,28.437585565667007,1005.562414434333,False,198.0,-18.67196543609361,216.6719654360936,False,971.0,-17.793650207965822,988.7936502079658,False,516.0,-12.907591076409616,528.9075910764096,False,901.0,-84.73368247608529,985.7336824760852,False,679.0,-15.67914432028976,694.6791443202898,False,733.0,-131.2932311654672,864.2932311654672,False,833.0,-25.00524572602922,858.0052457260292,False,749.0,-155.28474364091304,904.284743640913,False,901.0,1.0039905490582046,899.9960094509418,False
129.0,10.71783911295345,83.04704253182608,72.32920341887262,False,-21.97971527851689,-89.10482628978893,67.12511101127204,False,-28.536415916796045,-17.863476637631152,10.672939279164892,False,-29.61806186160273,-26.24134965215777,3.3767122094449604,False,1033.0,26.784957499432164,1006.2150425005678,False,200.0,-15.131127960261132,215.13112796026115,False,973.0,-15.212971758343365,988.2129717583432,False,517.0,-10.636018797090616,527.6360187970906,False,906.0,-79.19415076470868,985.1941507647086,False,683.0,-11.422892063730403,694.4228920637304,False,730.0,-132.06851213463733,862.0685121346373,False,828.0,-29.3355712513861,857.3355712513861,False,742.0,-159.72699382243744,901.7269938224374,False,897.0,-2.375324802460132,899.3753248024601,False
130.0,10.049348588124865,83.8298249049704,73.78047631684552,False,-20.444502635943167,-89.06080905426442,68.61630641832126,False,-33.28816238787161,-25.529308111931584,7.758854275940024,False,-28.9409283160157,-24.35506906284155,4.585859253174149,False,1031.0,25.07332668818283,1005.9266733118172,False,203.0,-11.236083847050171,214.23608384705017,False,975.0,-12.378851009247086,987.3788510092472,False,519.0,-7.849656969685186,526.8496569696852,False,912.0,-73.28436497386292,985.2843649738628,False,688.0,-6.693141816665845,694.6931418166658,False,728.0,-132.05088940647892,860.050889406479,False,823.0,-33.746279313909,856.746279313909,False,737.0,-163.15822913952482,900.1582291395248,False,893.0,-6.03701822942668,899.0370182294267,False
131.0,9.225441781919708,84.64417495714481,75.4187331752251,False,-19.33480853782641,-87.03906386583624,67.70425532800982,False,-37.32448411569658,-32.9942165701589,4.33026754553768,False,-29.31244367999188,-19.504492071911518,9.807951608080362,False,1029.0,23.33693819882375,1005.6630618011762,False,208.0,-7.060280048278967,215.06028004827897,False,978.0,-9.371392703778731,987.3713927037788,False,522.0,-4.602504129949601,526.6025041299496,False,918.0,-67.05987128410224,985.0598712841022,False,693.0,-1.623625336151095,694.6236253361511,False,728.0,-131.17389600505632,859.1738960050563,False,818.0,-38.167098796650784,856.1670987966507,False,733.0,-165.43804478945788,898.4380447894579,False,889.0,-9.881343576648426,898.8813435766484,False
132.0,8.539716676820005,85.76360520094116,77.22388852412115,False,-18.33495629003521,-86.82016988013577,68.48521359010056,False,-41.13533781003062,-36.29117208023624,4.844165729794383,False,-28.960351095185143,-18.799885158652657,10.160465936532486,False,1027.0,21.6045034288132,1005.3954965711868,False,212.0,-2.68487134829124,214.68487134829124,False,980.0,-6.2835510755605615,986.2835510755606,False,525.0,-0.9692607777033466,525.9692607777033,False,923.0,-60.55952374713945,983.5595237471396,False,697.0,3.640638287526071,693.359361712474,False,728.0,-129.3887111292186,857.3887111292186,False,812.0,-42.51310902005817,854.5131090200582,False,730.0,-166.44718452151966,896.4471845215196,False,885.0,-13.79044431762207,898.790444317622,False
133.0,7.976768787526595,87.39743779750019,79.4206690099736,False,-17.636453072608315,-83.15722658736905,65.52077351476073,False,-44.54570622381158,-43.33407009636062,1.2116361274509586,False,-27.817840703580103,-17.566591444887962,10.25124925869214,False,1027.0,19.89795777267524,1007.1020422273248,False,215.0,1.802316826302694,213.1976831736973,False,983.0,-3.216724394628311,986.2167243946284,False,529.0,2.95748666402889,526.0425133359711,False,928.0,-53.806261021590345,981.8062610215904,False,702.0,8.948150411792676,693.0518495882073,False,729.0,-126.6678721985861,855.6678721985861,False,807.0,-46.68648273736891,853.6864827373689,False,729.0,-166.0925264478708,895.0925264478708,False,881.0,-17.632822727555585,898.6328227275555,False
134.0,7.102485567714354,86.82016988013577,79.71768431242141,False,-16.638805670426276,-81.34745820888527,64.70865253845899,False,-47.94190599067082,-48.38484466307048,0.4429386723996629,False,-26.967446037880848,-14.99527567944584,11.972170358435008,False,1025.0,18.23162447262026,1006.7683755273796,False,220.0,6.308096265338874,213.69190373466117,False,986.0,-0.2753487815331584,986.2753487815332,False,533.0,7.071014202686833,525.9289857973132,False,934.0,-46.809783016541104,980.8097830165412,False,707.0,14.145778086071614,692.8542219139284,False,732.0,-123.00743029020542,855.0074302902054,False,803.0,-50.57932548555204,853.5793254855521,False,730.0,-164.310493737974,894.310493737974,False,877.0,-21.26891272382216,898.2689127238222,False
135.0,6.540385828196681,85.91438322002513,79.37399739182845,False,-16.032339353935956,-78.95905981967626,62.9267204657403,False,-50.76907013241584,-53.78043826918247,3.0113681367666274,False,-25.520121103480903,-12.358006295216557,13.162114808264349,False,1025.0,16.611834176536277,1008.3881658234636,False,224.0,10.735568348275994,213.264431651724,False,989.0,2.439183003332443,986.5608169966677,False,538.0,11.254889479970526,526.7451105200295,False,939.0,-39.57083847687921,978.5708384768792,False,712.0,19.083482288280912,692.916517711719,False,736.0,-118.42727528352128,854.4272752835213,False,799.0,-54.07752219010264,853.0775221901026,False,733.0,-161.06865274627887,894.0686527462789,False,873.0,-24.5575147643314,897.5575147643314,False
136.0,6.018534608581253,84.8055710922652,78.78703648368395,False,-14.500166766552564,-77.47119229084849,62.971025524295925,False,-54.18192095798587,-57.52880770915151,3.3468867511656413,False,-24.411970334378665,-10.713123022791024,13.698847311587642,False,1024.0,15.037026957959,1008.962973042041,False,229.0,14.986160705835031,214.01383929416497,False,991.0,4.83486458457652,986.1651354154236,False,542.0,15.387785352076053,526.6122146479239,False,946.0,-32.086671351069256,978.0866713510692,False,716.0,23.61879869313792,692.3812013068621,False,741.0,-112.96952203635912,853.9695220363591,False,796.0,-57.06542526431125,853.0654252643112,False,737.0,-156.36541309700442,893.3654130970044,False,870.0,-27.362789065646403,897.3627890656464,False
137.0,4.914618362407776,81.86989764584402,76.95527928343624,False,-13.958290074511408,-75.06858282186245,61.11029274735104,False,-56.26282511917998,-61.29534470974046,5.032519590560483,False,-23.592959640598977,-9.349195491188128,14.243764149410849,False,1021.0,13.498338682247445,1007.5016613177526,False,233.0,18.96204501229947,214.0379549877005,False,994.0,6.835210088970183,987.16478991103,False,547.0,19.34836319289181,527.6516368071082,False,951.0,-24.35705305779764,975.3570530577975,False,720.0,27.620965896020863,692.3790341039792,False,748.0,-106.69503276682012,854.6950327668201,False,793.0,-59.43114938122959,852.4311493812296,False,743.0,-150.22790717689202,893.227907176892,False,868.0,-29.561454148673853,897.5614541486739,False
