frame,Tronco LI,Tronco LI_FILT,Tronco LI_ERROR,Tronco LI_FLAG,Cadera LI,Cadera LI_FILT,Cadera LI_ERROR,Cadera LI_FLAG,Rodilla LI,Rodilla LI_FILT,Rodilla LI_ERROR,Rodilla LI_FLAG,Tobillo LI,Tobillo LI_FILT,Tobillo LI_ERROR,Tobillo LI_FLAG,Acromion I_x,Acromion I_x_FILT,Acromion I_x_ERROR,Acromion I_x_FLAG,Acromion I_y,Acromion I_y_FILT,Acromion I_y_ERROR,Acromion I_y_FLAG,Cadera I_x,Cadera I_x_FILT,Cadera I_x_ERROR,Cadera I_x_FLAG,Cadera I_y,Cadera I_y_FILT,Cadera I_y_ERROR,Cadera I_y_FLAG,Rodilla I_x,Rodilla I_x_FILT,Rodilla I_x_ERROR,Rodilla I_x_FLAG,Rodilla I_y,Rodilla I_y_FILT,Rodilla I_y_ERROR,Rodilla I_y_FLAG,Tobillo I_x,Tobillo I_x_FILT,Tobillo I_x_ERROR,Tobillo I_x_FLAG,Tobillo I_y,Tobillo I_y_FILT,Tobillo I_y_ERROR,Tobillo I_y_FLAG,Metatarso I_x,Metatarso I_x_FILT,Metatarso I_x_ERROR,Metatarso I_x_FLAG,Metatarso I_y,Metatarso I_y_FILT,Metatarso I_y_ERROR,Metatarso I_y_FLAG
111.0,-0.9093804491989694,79.38034472384487,80.28972517304383,False,11.700579462815847,68.19859051364818,56.49801105083234,False,-57.70869264658681,-74.6971745806456,16.988481934058782,False,-12.02158601075972,2.9260243661834835,14.947610376943205,False,847.0,1.5402720003688035,845.4597279996312,False,208.0,28.61128477421105,179.38871522578896,False,852.0,-15.613552552531884,867.6135525525319,False,523.0,25.495614916831084,497.5043850831689,False,887.0,-5.974864718335873,892.9748647183359,False,692.0,29.40102827564905,662.5989717243509,False,1068.0,54.34816360523144,1013.6518363947686,False,760.0,-49.78531755235255,809.7853175523526,False,1057.0,79.45511984764047,977.5448801523596,False,833.0,-28.36445723897253,861.3644572389725,False
112.0,-0.1818907524959432,80.53767779197437,80.71956854447032,False,10.065991033234647,60.25511870305777,50.18912766982312,False,-60.17998252833476,-82.76197437059756,22.581991842262795,False,-11.298998761253102,3.2534513829291427,14.552450144182243,False,849.0,2.1821674760567698,846.8178325239433,False,211.0,30.877612169925712,180.12238783007427,False,850.0,-16.03163862297763,866.0316386229777,False,526.0,27.48877357043809,498.51122642956193,False,880.0,-9.826352727511154,889.8263527275111,False,695.0,31.01089858141225,663.9891014185878,False,1061.0,52.87886236698201,1008.121137633018,False,760.0,-50.972960370271565,810.9729603702716,False,1050.0,78.03418122146554,971.9658187785344,False,834.0,-28.591978765190795,862.5919787651908,False
113.0,0.3649363357315264,80.53767779197437,80.17274145624285,False,7.8417032151031165,33.690067525979785,25.84836431087667,False,-62.22576022295739,-108.67467871900288,46.44891849604549,False,-9.07612321387728,4.978802214593841,14.05492542847112,False,851.0,2.8733850671593784,848.1266149328407,False,214.0,32.76652009543834,181.23347990456165,False,849.0,-16.0768354800818,865.0768354800819,False,528.0,29.236549204445527,498.7634507955545,False,872.0,-14.115634711068568,886.1156347110685,False,695.0,32.14539166750974,662.8546083324902,False,1054.0,50.71572281513675,1003.2842771848632,False,761.0,-51.44100354433398,812.441003544334,False,1040.0,75.44689280433558,964.5531071956644,False,834.0,-28.183565943775776,862.1835659437758,False
114.0,0.9122760766038472,77.47119229084849,76.55891621424465,False,5.163306814373598,-56.309932474020215,61.47323928839381,False,-64.62642397046922,-161.75571862471023,97.129294654241,False,-8.598782791268732,6.934348901269559,15.53313169253829,False,853.0,3.628567842834671,849.3714321571654,False,215.0,34.187808588811365,180.81219141118865,False,848.0,-15.765769979385396,863.7657699793854,False,529.0,30.6716852849782,498.3283147150218,False,863.0,-18.76655335366963,881.7665533536697,False,695.0,32.74038579595554,662.2596142040445,False,1045.0,47.9240448511684,997.0759551488316,False,762.0,-51.17514390461942,813.1751439046194,False,1030.0,71.76209135396515,958.2379086460348,False,835.0,-27.14580586055363,862.1458058605537,False
115.0,1.2770829152550802,78.11134196037202,76.83425904511694,False,2.414656520850804,-82.8749836510982,85.289640171949,False,-66.82257956718605,-136.37635293161404,69.55377336442798,False,-7.477897427060981,8.134607447676586,15.612504874737567,False,855.0,4.462160867222455,850.5378391327775,False,216.0,35.0626000031104,180.9373999968896,False,848.0,-15.133598460004904,863.1335984600049,False,530.0,31.73056282724481,498.2694371727552,False,855.0,-23.683617157862088,878.683617157862,False,696.0,32.744261556468686,663.2557384435313,False,1037.0,44.56580167386405,992.434198326136,False,765.0,-50.1741185880421,815.1741185880421,False,1020.0,67.05600855174862,952.9439914482514,False,837.0,-25.50541397492995,862.50541397493,False
116.0,1.4641101061675654,81.0273733851036,79.56326327893603,False,-0.3451511231646182,0.0,0.3451511231646182,False,-68.92680226801401,-130.36453657309735,61.43773430508334,False,-5.158144146838154,9.605204155012942,14.763348301851096,False,857.0,5.387095641678124,851.6129043583219,False,217.0,35.329125146050146,181.67087485394984,False,849.0,-14.233606061486048,863.2336060614861,False,530.0,32.356556791176594,497.6434432088234,False,848.0,-28.75529116280653,876.7552911628065,False,696.0,32.1223429181389,663.8776570818611,False,1029.0,40.69265258536436,988.3073474146356,False,767.0,-48.45101962256932,815.4510196225693,False,1008.0,61.405740174851786,946.5942598251482,False,839.0,-23.31083642930753,862.3108364293075,False
117.0,1.829913639507292,83.99099404250548,82.16108040299818,False,-3.1221304621157,-84.28940686250036,81.16727640038465,False,-70.50226551407529,-126.52554949158778,56.02328397751249,False,-4.18491612511842,13.06870383967859,17.25361996479701,False,859.0,6.413378744667177,852.5866212553328,False,217.0,34.947353435117364,182.05264656488265,False,849.0,-13.135355016072984,862.1353550160729,False,530.0,32.50287524866086,497.49712475133913,False,840.0,-33.85823985873348,873.8582398587334,False,695.0,30.86044392830781,664.1395560716921,False,1020.0,36.34035586247822,983.6596441375218,False,770.0,-46.03433410442581,816.0343341044259,False,996.0,54.88381334926012,941.11618665074,False,842.0,-20.632975004575783,862.6329750045758,False
118.0,1.829913639507292,86.82016988013577,84.99025624062847,False,-6.608464338316852,-81.57303097851933,74.96456664020248,False,-72.14026250919414,-126.160838237117,54.02057572792286,False,-4.091766615286332,12.792949670209495,16.884716285495827,False,861.0,7.546711928518207,853.4532880714818,False,217.0,33.902124889665416,183.0978751103346,False,851.0,-11.921406260594932,862.921406260595,False,530.0,32.1347742046007,497.8652257953993,False,832.0,-38.86237158714752,870.8623715871475,False,694.0,28.967232628878044,665.032767371122,False,1010.0,31.52515107780717,978.4748489221928,False,775.0,-42.96854662752294,817.968546627523,False,984.0,47.55432750595932,936.4456724940408,False,845.0,-17.56476071691937,862.5647607169194,False
119.0,1.829913639507292,86.82016988013577,84.99025624062847,False,-10.027908767424783,-81.3843518158359,71.35644304841111,False,-74.1139179705763,-128.0941658599774,53.98024788940111,False,-2.4154251208964155,15.815754329581338,18.231179450477757,False,863.0,8.787283856104724,854.2127161438952,False,216.0,32.204574679565106,183.7954253204349,False,853.0,-10.68277957228872,863.6827795722887,False,529.0,31.231113003473816,497.7688869965262,False,824.0,-43.6364640508441,867.6364640508441,False,693.0,26.47521746617886,666.5247825338212,False,1001.0,26.242521337868585,974.7574786621316,False,779.0,-39.31414860492707,818.314148604927,False,971.0,39.47099921005624,931.5290007899438,False,848.0,-14.219359781065355,862.2193597810654,False
120.0,1.8183029644516369,0.0,1.8183029644516369,False,-12.865397842050188,-81.25383773744478,68.3884398953946,False,-74.48615475594227,-130.79161024535142,56.30545548940916,False,-2.1572763085534774,18.66081800574153,20.818094314295006,False,864.0,10.128872003626938,853.871127996373,False,213.0,29.891786352278043,183.10821364772195,False,854.0,-9.513448335255058,863.513448335255,False,528.0,29.785277820298635,498.21472217970137,False,817.0,-48.05409074532589,865.0540907453259,False,690.0,23.4402691807829,666.5597308192171,False,991.0,20.46854407955416,970.531455920446,False,784.0,-35.146925071808816,819.1469250718088,False,958.0,30.677263612610897,927.3227363873892,False,851.0,-10.726885188719258,861.7268851887193,False
121.0,2.1816414035515512,0.0,2.1816414035515512,False,-15.708637829015764,-79.46081627137177,63.752178442356005,False,-74.89293207728655,-132.45014303776867,57.55721096048213,False,-0.5044925250475671,20.083160169456065,20.587652694503632,False,867.0,11.558375775823755,855.4416242241763,False,212.0,27.024754875996663,184.9752451240033,False,855.0,-8.504272089061809,863.5042720890618,False,527.0,27.805546921756303,499.19445307824367,False,810.0,-51.99952471911006,861.99952471911,False,687.0,19.939703727576067,667.0602962724239,False,981.0,14.163811167648484,966.8361888323516,False,789.0,-30.55643310147365,819.5564331014737,False,943.0,21.208391821431363,921.7916081785686,False,854.0,-7.229603198966013,861.2296031989661,False
122.0,2.536761738159937,84.28940686250036,81.75264512434042,False,-18.21709519782482,-79.38034472384487,61.16324952602005,False,-74.36897074998663,-135.90406642774218,61.53509567775555,False,-0.3718461517355393,23.171431827336647,23.543277979072187,False,869.0,13.055869221118783,855.9441307788812,False,209.0,23.68487300620903,185.31512699379093,False,855.0,-7.736841660803456,862.7368416608034,False,525.0,25.314996999478627,499.68500300052136,False,803.0,-55.37327442090717,858.3732744209071,False,683.0,16.069059849063162,666.9309401509369,False,970.0,7.27966470335459,962.7203352966454,False,795.0,-25.643644658048,820.643644658048,False,929.0,11.09539155094697,917.9046084490532,False,857.0,-3.875757968838628,860.8757579688387,False
123.0,3.079399408500184,81.86989764584402,78.79049823734384,False,-20.07152586453873,-77.82854179141252,57.75701592687379,False,-72.86360394275717,-139.70480640812372,66.84120246536655,False,0.7342314283373668,28.123735383288803,27.38950395495144,False,872.0,14.595216469337757,857.4047835306623,False,206.0,19.969263572898825,186.0307364271012,False,855.0,-7.277739982782599,862.2777399827826,False,522.0,22.351053833190985,499.648946166809,False,798.0,-58.09691002273133,856.0969100227313,False,678.0,11.9377997492707,666.0622002507293,False,960.0,-0.2337250797611398,960.2337250797611,False,801.0,-20.51779609980688,821.5177960998069,False,914.0,0.3702855200518072,913.6297144799482,False,860.0,-0.812277908109181,860.8122779081092,False
124.0,3.6329507394881446,82.56859202882748,78.93564128933934,False,-21.356772673404787,-78.27488798483492,56.91811531143013,False,-70.72505010799316,-145.34278754724514,74.61773743925198,False,0.5542026002980407,30.057116786491576,29.502914186193536,False,874.0,16.14523943773652,857.8547605622634,False,203.0,15.98535788816732,187.01464211183267,False,854.0,-7.173703094002621,861.1737030940026,False,518.0,18.96477484115376,499.03522515884623,False,793.0,-60.1168687910906,853.1168687910906,False,674.0,7.664235456890324,666.3357645431097,False,948.0,-8.418099194605835,956.4180991946058,False,807.0,-15.29256048600424,822.2925604860043,False,899.0,-10.927775900874153,909.9277759008742,False,863.0,1.8232392450491195,861.1767607549509,False
125.0,4.343239951689415,80.53767779197437,76.19443784028496,False,-22.119362823582303,-77.47119229084849,55.351829467266185,False,-67.31761732478151,-151.01117747880846,83.69356015402695,False,0.7439120946149131,37.49752583746184,36.75361374284693,False,878.0,17.671371035079197,860.3286289649208,False,199.0,11.845161367713214,187.1548386322868,False,854.0,-7.448101488560612,861.4481014885606,False,515.0,15.21992043226236,499.7800795677376,False,791.0,-61.406983622627415,852.4069836226274,False,670.0,3.370031436959341,666.6299685630406,False,936.0,-17.29745990176413,953.297459901764,False,814.0,-10.081730025199857,824.0817300251998,False,883.0,-22.746201567955666,905.7462015679556,False,866.0,3.9107532316942617,862.0892467683058,False
126.0,5.210673812179861,81.57303097851933,76.36235716633946,False,-22.699590007226256,-78.27488798483492,55.57529797760866,False,-64.14785665240584,-161.75508623317796,97.60722958077211,False,1.3473590989673738,51.519801751656985,50.17244265268961,False,881.0,19.137674262742493,861.8623257372575,False,195.0,7.659649701164363,187.34035029883563,False,852.0,-8.09905764083946,860.0990576408394,False,513.0,11.1918322009379,501.8081677990621,False,788.0,-61.9695561579393,849.9695561579393,False,666.0,-0.8253472736280472,666.825347273628,False,924.0,-26.86889360176042,950.8688936017604,False,820.0,-4.994656716277016,824.9946567162771,False,867.0,-35.0131138302403,902.0131138302404,False,868.0,5.3556325487927525,862.6443674512072,False
127.0,5.943137952911695,84.0938588862295,78.1507209333178,False,-22.380135051959584,-79.11447294534126,56.73433789338168,False,-59.47297234900111,-178.5767951533669,119.1038228043658,False,1.46493000562063,49.573921259900864,48.10899125428024,False,883.0,20.509064404908184,862.4909355950919,False,192.0,3.533703852273673,188.46629614772635,False,850.0,-9.099380863012756,859.0993808630128,False,509.0,6.966096674295217,502.0339033257048,False,787.0,-61.83488920923169,848.8348892092317,False,662.0,-4.809883112201496,666.8098831122015,False,911.0,-37.09472485650222,948.0947248565022,False,826.0,-0.1317421931028852,826.1317421931029,False,851.0,-47.63261249887655,898.6326124988766,False,869.0,6.095510335214186,862.9044896647858,False
128.0,6.835646185461244,86.30861401354872,79.47296782808748,False,-22.059206529627115,-78.90627698844216,56.84707045881504,False,-54.97817956965703,-150.49242836655338,95.51424879689635,False,1.1594929552171322,40.652543092440325,39.49305013722319,False,886.0,21.753543216065022,864.246456783935,False,189.0,-0.4380757600313763,189.43807576003135,False,848.0,-10.398348198944742,858.3983481989447,False,506.0,2.6369413028547903,503.3630586971452,False,786.0,-61.05929525245996,847.05929525246,False,659.0,-8.483630411018005,667.483630411018,False,898.0,-47.896781156145245,945.8967811561452,False,832.0,4.419712979494091,827.5802870205059,False,835.0,-60.48170753921579,895.4817075392158,False,871.0,6.105545767458798,864.8944542325412,False
129.0,7.547281710014782,84.8055710922652,77.25828938225041,False,-21.28640511365909,-78.23171106797936,56.94530595432028,False,-49.58716087966545,-101.76828893202064,52.18112805235519,False,0.6877279429219101,12.094757077012105,11.407029134090196,False,888.0,22.844244440725703,865.1557555592743,False,185.0,-4.174429337942264,189.17442933794223,False,846.0,-11.925204022306056,857.925204022306,False,502.0,-1.6947085993180648,503.69470859931806,False,786.0,-59.72170019162181,845.7217001916218,False,656.0,-11.762457823012282,667.7624578230123,False,884.0,-59.15339973110359,943.1533997311036,False,838.0,8.588998661449144,829.4110013385508,False,819.0,-73.40934552220442,892.4093455222044,False,872.0,5.401568771697894,866.5984312283022,False
130.0,8.256582898183298,86.82016988013577,78.56358698195247,False,-20.190591624540453,-78.43986920578223,58.24927758124178,False,-43.899436404814224,-74.99507961713978,31.095643212325555,False,1.3287097283142089,-0.0,1.3287097283142089,False,890.0,23.761100910931432,866.2388990890686,False,182.0,-7.609236162847022,189.60923616284705,False,844.0,-13.594105802182396,857.5941058021824,False,499.0,-5.923582467019767,504.9235824670197,False,787.0,-57.919056106288295,844.9190561062883,False,654.0,-14.580728342723386,668.5807283427234,False,870.0,-70.69960084433707,940.699600844337,False,843.0,12.324558337095793,830.6754416629042,False,802.0,-86.23778176558876,888.2377817655888,False,871.0,4.040716430286265,866.9592835697138,False
131.0,8.84181456019167,88.53119928561418,79.68938472542251,False,-19.3063003406004,-80.07375449334829,60.76745415274789,False,-38.70044961036984,-58.87143173568926,20.17098212531942,False,1.9469608464872576,-1.960954884732942,3.9079157312202,False,891.0,24.491974356508223,866.5080256434918,False,180.0,-10.692033021727507,190.6920330217275,False,842.0,-15.310122381385698,857.3101223813857,False,495.0,-9.942875493103092,504.9428754931031,False,787.0,-55.76085548809709,842.7608554880971,False,652.0,-16.892823376497017,668.8928233764971,False,856.0,-82.33060313097236,938.3306031309723,False,848.0,15.595425282585564,832.4045747174144,False,786.0,-98.76635289157838,884.7663528915784,False,870.0,2.119345593517487,867.8806544064826,False
132.0,9.403132374212658,0.0,9.403132374212658,False,-18.110023499900525,-82.30394827798342,64.1939247780829,False,-33.14783940348275,-49.683264217833226,16.535424814350478,False,3.108493726343923,-1.3762104625666185,4.484704188910541,False,892.0,25.03313715631468,866.9668628436854,False,178.0,-13.38734800596742,191.38734800596745,False,840.0,-16.975804937782705,856.9758049377828,False,492.0,-13.647525281557495,505.6475252815575,False,788.0,-53.36309615753997,841.36309615754,False,651.0,-18.673505066494545,669.6735050664945,False,842.0,-93.80858626632664,935.8085862663266,False,852.0,18.391416659258933,833.6085833407411,False,771.0,-110.77750034291032,881.7775003429103,False,867.0,-0.2317854314581989,867.2317854314582,False
133.0,9.788536889440154,88.66778014613037,78.87924325669022,False,-16.828945833639754,-84.64417495714481,67.81522912350506,False,-27.70400408163385,-41.19347799713347,13.48947391549962,False,2.188703666757462,-3.4517539082220736,5.640457574979536,False,892.0,25.38905579496482,866.6109442050351,False,176.0,-15.67304540925346,191.67304540925343,False,838.0,-18.49780705016452,856.4978070501645,False,489.0,-16.937903781359857,505.9379037813599,False,789.0,-50.84207615967007,839.8420761596701,False,651.0,-19.917192107930944,670.917192107931,False,828.0,-104.87233741202448,932.8723374120244,False,854.0,20.72207061070464,833.2779293892953,False,756.0,-122.04470189987418,878.0447018998742,False,865.0,-2.854850210821769,867.8548502108217,False
134.0,10.385887121247476,87.39743779750019,77.01155067625271,False,-15.57782577431102,-88.02506598911803,72.44724021480701,False,-22.223103984585464,-34.05712116694804,11.83401718236258,False,3.465448090410177,-0.1135467786472048,3.578994869057382,False,893.0,25.5714925446652,867.4285074553349,False,175.0,-17.53795581140802,192.537955811408,False,836.0,-19.793032442393503,855.7930324423935,False,486.0,-19.72380705094559,505.7238070509456,False,790.0,-48.30839931496446,838.3083993149645,False,651.0,-20.636292181642904,671.636292181643,False,814.0,-115.24917367060038,929.2491736706004,False,857.0,22.61441626336625,834.3855837366337,False,742.0,-132.34180206040028,874.3418020604003,False,861.0,-5.574369163749573,866.5743691637496,False
135.0,10.59733514502357,86.18592516570965,75.58859002068608,False,-14.760449302092349,-87.70938995736147,72.94894065526911,False,-18.0782304704272,-26.825536223440395,8.747305753013194,False,3.3177811683348466,1.1366718775987863,2.1811092907360603,False,893.0,25.5980078759452,867.4019921240548,False,174.0,-18.979115442738745,192.9791154427388,False,835.0,-20.79383625316625,855.7938362531662,False,484.0,-21.92855725842157,505.9285572584216,False,791.0,-45.86154508527691,836.8615450852769,False,651.0,-20.85878418222955,671.8587841822296,False,803.0,-124.66833454223844,927.6683345422384,False,858.0,24.1097655019315,833.8902344980685,False,731.0,-141.4531074136462,872.4531074136462,False,858.0,-8.20808188080146,866.2080818808015,False
136.0,10.844123391255204,85.0302592718897,74.1861358806345,False,-13.559451870534058,-82.23483398157467,68.6753821110406,False,-13.2813192032377,-19.05681518315617,5.775495979918471,False,2.946389939223536,0.9154732020671048,2.0309167371564314,False,893.0,25.49000434413021,867.5099956558698,False,174.0,-19.998956787389336,193.99895678738932,False,834.0,-21.45189319126581,855.4518931912658,False,482.0,-23.492971437863257,505.4929714378633,False,793.0,-43.58530377186833,836.5853037718683,False,652.0,-20.625273128301902,672.625273128302,False,792.0,-132.8749037562127,924.8749037562128,False,858.0,25.259798160063585,832.7402018399364,False,721.0,-149.18354025620687,870.1835402562069,False,854.0,-10.578507563830224,864.5785075638303,False
137.0,10.878604766482548,85.0302592718897,74.15165450540715,False,-12.775466982759529,-75.96375653207352,63.18828954931399,False,-9.425390585258045,-10.627571244537052,1.2021806592790067,False,2.3605167399981752,1.8301605345460104,0.5303562054521649,False,893.0,25.27049702965608,867.7295029703439,False,174.0,-20.602777215288285,194.60277721528828,False,834.0,-21.740465227874047,855.7404652278741,False,481.0,-24.378908982355107,505.3789089823551,False,795.0,-41.54430472326217,836.5443047232621,False,653.0,-19.985749733592343,672.9857497335923,False,783.0,-139.64326109754262,922.6432610975426,False,858.0,26.122269898246337,831.8777301017536,False,713.0,-155.36812847550115,868.3681284755012,False,851.0,-12.52434140942268,863.5243414094227,False
